sku_id,product_family_key,brand,component,bom_cost_usd,cost_share_pct,warranty_claim_rate_pct
SKU-0034,Lenovo_i5_16GB_512GB_14-16in,Lenovo,Display Panel,167.26,21.6,2.37
SKU-0034,Lenovo_i5_16GB_512GB_14-16in,Lenovo,Battery,56.85,7.3,3.65
SKU-0034,Lenovo_i5_16GB_512GB_14-16in,Lenovo,RAM Module,47.26,6.1,0.98
SKU-0034,Lenovo_i5_16GB_512GB_14-16in,Lenovo,Storage (SSD/HDD),79.41,10.2,1.9
SKU-0034,Lenovo_i5_16GB_512GB_14-16in,Lenovo,Keyboard/Chassis,110.43,14.3,2.79
SKU-0034,Lenovo_i5_16GB_512GB_14-16in,Lenovo,Power Adapter,49.03,6.3,2.4
SKU-0034,Lenovo_i5_16GB_512GB_14-16in,Lenovo,TOTAL / MSRP,774.8,100.0,
SKU-0035,Dell_celeron_4GB_32GB_Sub-12in,Dell,Motherboard,112.58,31.6,13.42
SKU-0035,Dell_celeron_4GB_32GB_Sub-12in,Dell,Display Panel,78.04,21.9,2.26
SKU-0035,Dell_celeron_4GB_32GB_Sub-12in,Dell,Battery,27.22,7.6,4.05
SKU-0035,Dell_celeron_4GB_32GB_Sub-12in,Dell,RAM Module,20.2,5.7,1.04
SKU-0035,Dell_celeron_4GB_32GB_Sub-12in,Dell,Storage (SSD/HDD),35.86,10.1,1.8
SKU-0035,Dell_celeron_4GB_32GB_Sub-12in,Dell,Keyboard/Chassis,53.17,14.9,3.03
SKU-0035,Dell_celeron_4GB_32GB_Sub-12in,Dell,Power Adapter,20.44,5.7,2.54
SKU-0035,Dell_celeron_4GB_32GB_Sub-12in,Dell,TOTAL / MSRP,356.8,100.0,
SKU-0036,Lenovo_i5_Unk_1TB_14-16in,Lenovo,Motherboard,229.23,31.5,6.89
SKU-0036,Lenovo_i5_Unk_1TB_14-16in,Lenovo,Display Panel,151.97,20.9,2.6
SKU-0036,Lenovo_i5_Unk_1TB_14-16in,Lenovo,Battery,62.98,8.7,3.9
SKU-0036,Lenovo_i5_Unk_1TB_14-16in,Lenovo,RAM Module,39.67,5.5,0.9
SKU-0036,Lenovo_i5_Unk_1TB_14-16in,Lenovo,Storage (SSD/HDD),66.74,9.2,2.16
SKU-0036,Lenovo_i5_Unk_1TB_14-16in,Lenovo,Keyboard/Chassis,97.48,13.4,2.87
SKU-0036,Lenovo_i5_Unk_1TB_14-16in,Lenovo,Power Adapter,44.58,6.1,2.84
SKU-0036,Lenovo_i5_Unk_1TB_14-16in,Lenovo,TOTAL / MSRP,727.0,100.0,
SKU-0037,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,Motherboard,176.34,32.1,10.31
SKU-0037,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,Display Panel,129.27,23.5,2.76
SKU-0037,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,Battery,42.54,7.7,4.33
SKU-0037,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,RAM Module,32.02,5.8,0.97
SKU-0037,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,Storage (SSD/HDD),54.28,9.9,1.85
SKU-0037,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,Keyboard/Chassis,69.34,12.6,3.42
SKU-0037,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,Power Adapter,32.08,5.8,2.19
SKU-0037,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,TOTAL / MSRP,550.0,100.0,
SKU-0038,Dell_i7_32GB_2TB_14-16in,Dell,Motherboard,422.45,31.9,12.25
SKU-0038,Dell_i7_32GB_2TB_14-16in,Dell,Display Panel,299.83,22.6,2.69
SKU-0038,Dell_i7_32GB_2TB_14-16in,Dell,Battery,113.49,8.6,3.7
SKU-0038,Dell_i7_32GB_2TB_14-16in,Dell,RAM Module,82.63,6.2,0.87
SKU-0038,Dell_i7_32GB_2TB_14-16in,Dell,Storage (SSD/HDD),138.05,10.4,2.26
SKU-0038,Dell_i7_32GB_2TB_14-16in,Dell,Keyboard/Chassis,184.65,13.9,2.83
SKU-0038,Dell_i7_32GB_2TB_14-16in,Dell,Power Adapter,76.34,5.8,2.82
SKU-0038,Dell_i7_32GB_2TB_14-16in,Dell,TOTAL / MSRP,1326.0,100.0,
SKU-0039,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,Motherboard,208.64,31.0,10.72
SKU-0039,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,Display Panel,134.47,20.0,2.57
SKU-0039,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,Battery,49.33,7.3,4.24
SKU-0039,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,RAM Module,39.64,5.9,1.02
SKU-0039,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,Storage (SSD/HDD),71.28,10.6,1.89
SKU-0039,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,Keyboard/Chassis,92.92,13.8,3.34
SKU-0039,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,Power Adapter,43.41,6.4,2.14
SKU-0039,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,TOTAL / MSRP,673.6,100.0,
SKU-0040,Lenovo_i7_16GB_2TB_14-16in,Lenovo,Motherboard,326.8,31.1,6.46
SKU-0040,Lenovo_i7_16GB_2TB_14-16in,Lenovo,Display Panel,226.81,21.6,2.48
SKU-0040,Lenovo_i7_16GB_2TB_14-16in,Lenovo,Battery,80.29,7.6,3.88
SKU-0040,Lenovo_i7_16GB_2TB_14-16in,Lenovo,RAM Module,63.38,6.0,1.07
SKU-0040,Lenovo_i7_16GB_2TB_14-16in,Lenovo,Storage (SSD/HDD),102.1,9.7,1.87
SKU-0040,Lenovo_i7_16GB_2TB_14-16in,Lenovo,Keyboard/Chassis,133.74,12.7,2.57
SKU-0040,Lenovo_i7_16GB_2TB_14-16in,Lenovo,Power Adapter,58.17,5.5,2.42
SKU-0040,Lenovo_i7_16GB_2TB_14-16in,Lenovo,TOTAL / MSRP,1051.6,100.0,
SKU-0041,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Motherboard,224.04,33.4,12.02
SKU-0041,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Display Panel,159.3,23.8,2.87
SKU-0041,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Battery,50.72,7.6,4.53
SKU-0041,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,RAM Module,42.86,6.4,0.89
SKU-0041,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Storage (SSD/HDD),63.25,9.4,1.81
SKU-0041,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Keyboard/Chassis,99.44,14.8,3.12
SKU-0041,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Power Adapter,43.64,6.5,2.87
SKU-0041,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,TOTAL / MSRP,670.0,100.0,
SKU-0042,Lenovo_i3_Unk_128GB_12-14in,Lenovo,Motherboard,198.84,37.4,9.65
SKU-0042,Lenovo_i3_Unk_128GB_12-14in,Lenovo,Display Panel,110.58,20.8,2.53
SKU-0042,Lenovo_i3_Unk_128GB_12-14in,Lenovo,Battery,45.63,8.6,3.95
SKU-0042,Lenovo_i3_Unk_128GB_12-14in,Lenovo,RAM Module,31.77,6.0,0.86
SKU-0042,Lenovo_i3_Unk_128GB_12-14in,Lenovo,Storage (SSD/HDD),56.49,10.6,2.09
SKU-0042,Lenovo_i3_Unk_128GB_12-14in,Lenovo,Keyboard/Chassis,73.12,13.7,2.89
SKU-0042,Lenovo_i3_Unk_128GB_12-14in,Lenovo,Power Adapter,29.04,5.5,2.52
SKU-0042,Lenovo_i3_Unk_128GB_12-14in,Lenovo,TOTAL / MSRP,532.0,100.0,
SKU-0043,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Motherboard,258.65,36.4,9.95
SKU-0043,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Display Panel,169.09,23.8,2.55
SKU-0043,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Battery,57.61,8.1,3.72
SKU-0043,Microsoft_i5_8GB_512GB_12-14in,Microsoft,RAM Module,45.79,6.4,0.92
SKU-0043,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Storage (SSD/HDD),74.04,10.4,2.2
SKU-0043,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Keyboard/Chassis,91.67,12.9,3.18
SKU-0043,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Power Adapter,45.9,6.5,2.78
SKU-0043,Microsoft_i5_8GB_512GB_12-14in,Microsoft,TOTAL / MSRP,710.8,100.0,
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Other/Unbranded,Motherboard,215.44,32.2,5.1
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Other/Unbranded,Display Panel,157.19,23.5,2.51
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Other/Unbranded,Battery,49.14,7.3,3.79
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Other/Unbranded,RAM Module,38.27,5.7,1.04
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Other/Unbranded,Storage (SSD/HDD),62.02,9.3,1.87
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Other/Unbranded,Keyboard/Chassis,102.49,15.3,2.86
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Other/Unbranded,Power Adapter,42.24,6.3,2.72
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Other/Unbranded,TOTAL / MSRP,670.0,100.0,
SKU-0045,HP_i7_16GB_512GB_14-16in,HP,Motherboard,344.59,35.4,4.39
SKU-0045,HP_i7_16GB_512GB_14-16in,HP,Display Panel,195.13,20.1,2.18
SKU-0045,HP_i7_16GB_512GB_14-16in,HP,Battery,85.21,8.8,4.56
SKU-0045,HP_i7_16GB_512GB_14-16in,HP,RAM Module,59.48,6.1,0.97
SKU-0045,HP_i7_16GB_512GB_14-16in,HP,Storage (SSD/HDD),93.87,9.6,1.99
SKU-0045,HP_i7_16GB_512GB_14-16in,HP,Keyboard/Chassis,134.75,13.8,2.8
SKU-0045,HP_i7_16GB_512GB_14-16in,HP,Power Adapter,53.74,5.5,2.77
SKU-0045,HP_i7_16GB_512GB_14-16in,HP,TOTAL / MSRP,973.0,100.0,
SKU-0046,HP_i5_8GB_256GB_14-16in,HP,Motherboard,209.52,31.2,10.59
SKU-0046,HP_i5_8GB_256GB_14-16in,HP,Display Panel,158.82,23.6,2.85
SKU-0046,HP_i5_8GB_256GB_14-16in,HP,Battery,58.56,8.7,3.9
SKU-0046,HP_i5_8GB_256GB_14-16in,HP,RAM Module,42.44,6.3,0.98
SKU-0046,HP_i5_8GB_256GB_14-16in,HP,Storage (SSD/HDD),63.61,9.5,1.83
SKU-0046,HP_i5_8GB_256GB_14-16in,HP,Keyboard/Chassis,98.18,14.6,3.06
SKU-0046,HP_i5_8GB_256GB_14-16in,HP,Power Adapter,44.12,6.6,2.26
SKU-0046,HP_i5_8GB_256GB_14-16in,HP,TOTAL / MSRP,672.4,100.0,
SKU-0047,Dell_i5_Unk_Unk_14-16in,Dell,Motherboard,230.0,34.2,4.9
SKU-0047,Dell_i5_Unk_Unk_14-16in,Dell,Display Panel,134.1,19.9,2.82
SKU-0047,Dell_i5_Unk_Unk_14-16in,Dell,Battery,53.38,7.9,3.4
SKU-0047,Dell_i5_Unk_Unk_14-16in,Dell,RAM Module,38.31,5.7,1.02
SKU-0047,Dell_i5_Unk_Unk_14-16in,Dell,Storage (SSD/HDD),68.34,10.2,1.86
SKU-0047,Dell_i5_Unk_Unk_14-16in,Dell,Keyboard/Chassis,103.25,15.4,2.68
SKU-0047,Dell_i5_Unk_Unk_14-16in,Dell,Power Adapter,39.48,5.9,2.48
SKU-0047,Dell_i5_Unk_Unk_14-16in,Dell,TOTAL / MSRP,672.4,100.0,
SKU-0048,Dell_i5_16GB_256GB_14-16in,Dell,Motherboard,261.18,37.1,10.95
SKU-0048,Dell_i5_16GB_256GB_14-16in,Dell,Display Panel,142.72,20.3,2.31
SKU-0048,Dell_i5_16GB_256GB_14-16in,Dell,Battery,50.92,7.2,3.98
SKU-0048,Dell_i5_16GB_256GB_14-16in,Dell,RAM Module,42.77,6.1,0.85
SKU-0048,Dell_i5_16GB_256GB_14-16in,Dell,Storage (SSD/HDD),70.92,10.1,2.23
SKU-0048,Dell_i5_16GB_256GB_14-16in,Dell,Keyboard/Chassis,90.3,12.8,2.91
SKU-0048,Dell_i5_16GB_256GB_14-16in,Dell,Power Adapter,39.74,5.6,2.64
SKU-0048,Dell_i5_16GB_256GB_14-16in,Dell,TOTAL / MSRP,704.4,100.0,
SKU-0049,Dell_i7_16GB_1TB_14-16in,Dell,Motherboard,366.04,34.9,6.2
SKU-0049,Dell_i7_16GB_1TB_14-16in,Dell,Display Panel,235.94,22.5,2.58
SKU-0049,Dell_i7_16GB_1TB_14-16in,Dell,Battery,90.06,8.6,4.26
SKU-0049,Dell_i7_16GB_1TB_14-16in,Dell,RAM Module,66.84,6.4,0.87
SKU-0049,Dell_i7_16GB_1TB_14-16in,Dell,Storage (SSD/HDD),106.84,10.2,2.17
SKU-0049,Dell_i7_16GB_1TB_14-16in,Dell,Keyboard/Chassis,136.86,13.1,2.94
SKU-0049,Dell_i7_16GB_1TB_14-16in,Dell,Power Adapter,59.7,5.7,2.24
SKU-0049,Dell_i7_16GB_1TB_14-16in,Dell,TOTAL / MSRP,1048.0,100.0,
SKU-0050,Dell_i5_8GB_256GB_12-14in,Dell,Motherboard,214.08,31.8,13.38
SKU-0050,Dell_i5_8GB_256GB_12-14in,Dell,Display Panel,137.92,20.5,2.14
SKU-0050,Dell_i5_8GB_256GB_12-14in,Dell,Battery,59.13,8.8,4.57
SKU-0050,Dell_i5_8GB_256GB_12-14in,Dell,RAM Module,39.56,5.9,0.92
SKU-0050,Dell_i5_8GB_256GB_12-14in,Dell,Storage (SSD/HDD),63.98,9.5,1.98
SKU-0050,Dell_i5_8GB_256GB_12-14in,Dell,Keyboard/Chassis,92.55,13.8,3.31
SKU-0050,Dell_i5_8GB_256GB_12-14in,Dell,Power Adapter,39.3,5.8,2.87
SKU-0050,Dell_i5_8GB_256GB_12-14in,Dell,TOTAL / MSRP,672.4,100.0,
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Lenovo,Motherboard,202.66,30.8,8.34
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Lenovo,Display Panel,156.36,23.8,2.44
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Lenovo,Battery,50.36,7.7,3.83
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Lenovo,RAM Module,40.52,6.2,1.07
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Lenovo,Storage (SSD/HDD),64.55,9.8,2.06
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Lenovo,Keyboard/Chassis,100.8,15.3,2.71
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Lenovo,Power Adapter,38.98,5.9,2.2
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Lenovo,TOTAL / MSRP,658.0,100.0,
SKU-0052,Dell_i7_Unk_Unk_14-16in,Dell,Motherboard,302.13,34.6,7.75
SKU-0052,Dell_i7_Unk_Unk_14-16in,Dell,Display Panel,188.05,21.6,2.77
SKU-0052,Dell_i7_Unk_Unk_14-16in,Dell,Battery,73.61,8.4,3.56
SKU-0052,Dell_i7_Unk_Unk_14-16in,Dell,RAM Module,49.57,5.7,1.12
SKU-0052,Dell_i7_Unk_Unk_14-16in,Dell,Storage (SSD/HDD),87.59,10.0,1.9
SKU-0052,Dell_i7_Unk_Unk_14-16in,Dell,Keyboard/Chassis,120.9,13.9,3.08
SKU-0052,Dell_i7_Unk_Unk_14-16in,Dell,Power Adapter,48.86,5.6,2.25
SKU-0052,Dell_i7_Unk_Unk_14-16in,Dell,TOTAL / MSRP,872.4,100.0,
SKU-0053,Lenovo_i5_Unk_256GB_12-14in,Lenovo,Motherboard,240.64,35.9,7.81
SKU-0053,Lenovo_i5_Unk_256GB_12-14in,Lenovo,Display Panel,158.26,23.6,2.28
SKU-0053,Lenovo_i5_Unk_256GB_12-14in,Lenovo,Battery,58.82,8.8,3.55
SKU-0053,Lenovo_i5_Unk_256GB_12-14in,Lenovo,RAM Module,36.5,5.4,0.89
SKU-0053,Lenovo_i5_Unk_256GB_12-14in,Lenovo,Storage (SSD/HDD),61.49,9.2,1.76
SKU-0053,Lenovo_i5_Unk_256GB_12-14in,Lenovo,Keyboard/Chassis,87.2,13.0,3.44
SKU-0053,Lenovo_i5_Unk_256GB_12-14in,Lenovo,Power Adapter,36.32,5.4,2.37
SKU-0053,Lenovo_i5_Unk_256GB_12-14in,Lenovo,TOTAL / MSRP,670.0,100.0,
SKU-0054,Dell_i7_16GB_512GB_12-14in,Dell,Motherboard,330.69,33.9,8.55
SKU-0054,Dell_i7_16GB_512GB_12-14in,Dell,Display Panel,199.17,20.4,2.83
SKU-0054,Dell_i7_16GB_512GB_12-14in,Dell,Battery,85.31,8.8,3.51
SKU-0054,Dell_i7_16GB_512GB_12-14in,Dell,RAM Module,55.38,5.7,1.14
SKU-0054,Dell_i7_16GB_512GB_12-14in,Dell,Storage (SSD/HDD),104.07,10.7,2.27
SKU-0054,Dell_i7_16GB_512GB_12-14in,Dell,Keyboard/Chassis,129.49,13.3,3.3
SKU-0054,Dell_i7_16GB_512GB_12-14in,Dell,Power Adapter,52.99,5.4,2.82
SKU-0054,Dell_i7_16GB_512GB_12-14in,Dell,TOTAL / MSRP,974.8,100.0,
SKU-0055,Lenovo_i5_16GB_256GB_14-16in,Lenovo,Motherboard,266.74,36.2,9.77
SKU-0055,Lenovo_i5_16GB_256GB_14-16in,Lenovo,Display Panel,150.97,20.5,2.58
SKU-0055,Lenovo_i5_16GB_256GB_14-16in,Lenovo,Battery,57.82,7.9,4.44
SKU-0055,Lenovo_i5_16GB_256GB_14-16in,Lenovo,RAM Module,42.32,5.7,0.88
SKU-0055,Lenovo_i5_16GB_256GB_14-16in,Lenovo,Storage (SSD/HDD),71.09,9.7,2.1
SKU-0055,Lenovo_i5_16GB_256GB_14-16in,Lenovo,Keyboard/Chassis,110.89,15.1,2.84
SKU-0055,Lenovo_i5_16GB_256GB_14-16in,Lenovo,Power Adapter,40.83,5.5,2.53
SKU-0055,Lenovo_i5_16GB_256GB_14-16in,Lenovo,TOTAL / MSRP,736.4,100.0,
SKU-0056,HP_i3_8GB_512GB_14-16in,HP,Motherboard,203.42,34.4,9.2
SKU-0056,HP_i3_8GB_512GB_14-16in,HP,Display Panel,123.15,20.8,2.4
SKU-0056,HP_i3_8GB_512GB_14-16in,HP,Battery,48.09,8.1,3.6
SKU-0056,HP_i3_8GB_512GB_14-16in,HP,RAM Module,35.19,6.0,0.96
SKU-0056,HP_i3_8GB_512GB_14-16in,HP,Storage (SSD/HDD),63.18,10.7,2.25
SKU-0056,HP_i3_8GB_512GB_14-16in,HP,Keyboard/Chassis,80.73,13.7,2.91
SKU-0056,HP_i3_8GB_512GB_14-16in,HP,Power Adapter,35.28,6.0,2.42
SKU-0056,HP_i3_8GB_512GB_14-16in,HP,TOTAL / MSRP,590.8,100.0,
SKU-0057,Dell_i5_Unk_512GB_Sub-12in,Dell,Motherboard,216.91,30.7,9.31
SKU-0057,Dell_i5_Unk_512GB_Sub-12in,Dell,Display Panel,142.0,20.1,2.84
SKU-0057,Dell_i5_Unk_512GB_Sub-12in,Dell,Battery,51.51,7.3,4.52
SKU-0057,Dell_i5_Unk_512GB_Sub-12in,Dell,RAM Module,39.53,5.6,1.04
SKU-0057,Dell_i5_Unk_512GB_Sub-12in,Dell,Storage (SSD/HDD),67.88,9.6,2.18
SKU-0057,Dell_i5_Unk_512GB_Sub-12in,Dell,Keyboard/Chassis,90.73,12.9,3.2
SKU-0057,Dell_i5_Unk_512GB_Sub-12in,Dell,Power Adapter,41.63,5.9,2.22
SKU-0057,Dell_i5_Unk_512GB_Sub-12in,Dell,TOTAL / MSRP,706.0,100.0,
SKU-0058,Other/Unbranded_i5_Unk_128GB_14-16in,Other/Unbranded,Motherboard,207.7,31.9,10.68
SKU-0058,Other/Unbranded_i5_Unk_128GB_14-16in,Other/Unbranded,Display Panel,155.42,23.8,2.44
SKU-0058,Other/Unbranded_i5_Unk_128GB_14-16in,Other/Unbranded,Battery,52.68,8.1,3.45
SKU-0058,Other/Unbranded_i5_Unk_128GB_14-16in,Other/Unbranded,RAM Module,39.92,6.1,1.1
SKU-0058,Other/Unbranded_i5_Unk_128GB_14-16in,Other/Unbranded,Storage (SSD/HDD),69.03,10.6,2.09
SKU-0058,Other/Unbranded_i5_Unk_128GB_14-16in,Other/Unbranded,Keyboard/Chassis,97.48,15.0,3.36
SKU-0058,Other/Unbranded_i5_Unk_128GB_14-16in,Other/Unbranded,Power Adapter,37.21,5.7,2.35
SKU-0058,Other/Unbranded_i5_Unk_128GB_14-16in,Other/Unbranded,TOTAL / MSRP,652.0,100.0,
SKU-0059,Acer_celeron_4GB_32GB_Sub-12in,Acer,Motherboard,111.5,31.2,8.18
SKU-0059,Acer_celeron_4GB_32GB_Sub-12in,Acer,Display Panel,73.05,20.5,2.3
SKU-0059,Acer_celeron_4GB_32GB_Sub-12in,Acer,Battery,26.93,7.5,3.51
SKU-0059,Acer_celeron_4GB_32GB_Sub-12in,Acer,RAM Module,20.25,5.7,0.91
SKU-0059,Acer_celeron_4GB_32GB_Sub-12in,Acer,Storage (SSD/HDD),34.9,9.8,2.06
SKU-0059,Acer_celeron_4GB_32GB_Sub-12in,Acer,Keyboard/Chassis,47.7,13.4,3.09
SKU-0059,Acer_celeron_4GB_32GB_Sub-12in,Acer,Power Adapter,21.1,5.9,2.66
SKU-0059,Acer_celeron_4GB_32GB_Sub-12in,Acer,TOTAL / MSRP,356.8,100.0,
SKU-0060,Acer_celeron_4GB_64GB_Sub-12in,Acer,Motherboard,125.48,34.7,6.88
SKU-0060,Acer_celeron_4GB_64GB_Sub-12in,Acer,Display Panel,72.86,20.1,2.19
SKU-0060,Acer_celeron_4GB_64GB_Sub-12in,Acer,Battery,28.36,7.8,3.84
SKU-0060,Acer_celeron_4GB_64GB_Sub-12in,Acer,RAM Module,19.83,5.5,1.01
SKU-0060,Acer_celeron_4GB_64GB_Sub-12in,Acer,Storage (SSD/HDD),33.05,9.1,2.08
SKU-0060,Acer_celeron_4GB_64GB_Sub-12in,Acer,Keyboard/Chassis,52.15,14.4,3.03
SKU-0060,Acer_celeron_4GB_64GB_Sub-12in,Acer,Power Adapter,20.35,5.6,2.16
SKU-0060,Acer_celeron_4GB_64GB_Sub-12in,Acer,TOTAL / MSRP,361.6,100.0,
SKU-0061,Other/Unbranded_i3_Unk_128GB_12-14in,Other/Unbranded,Motherboard,179.62,33.8,7.78
SKU-0061,Other/Unbranded_i3_Unk_128GB_12-14in,Other/Unbranded,Display Panel,127.85,24.0,2.6
SKU-0061,Other/Unbranded_i3_Unk_128GB_12-14in,Other/Unbranded,Battery,42.86,8.1,3.52
SKU-0061,Other/Unbranded_i3_Unk_128GB_12-14in,Other/Unbranded,RAM Module,28.74,5.4,0.94
SKU-0061,Other/Unbranded_i3_Unk_128GB_12-14in,Other/Unbranded,Storage (SSD/HDD),57.75,10.9,1.84
SKU-0061,Other/Unbranded_i3_Unk_128GB_12-14in,Other/Unbranded,Keyboard/Chassis,67.33,12.7,3.21
SKU-0061,Other/Unbranded_i3_Unk_128GB_12-14in,Other/Unbranded,Power Adapter,34.1,6.4,2.52
SKU-0061,Other/Unbranded_i3_Unk_128GB_12-14in,Other/Unbranded,TOTAL / MSRP,532.0,100.0,
SKU-0062,Lenovo_i5_16GB_2TB_14-16in,Lenovo,Motherboard,284.71,34.7,10.83
SKU-0062,Lenovo_i5_16GB_2TB_14-16in,Lenovo,Display Panel,166.52,20.3,2.3
SKU-0062,Lenovo_i5_16GB_2TB_14-16in,Lenovo,Battery,60.16,7.3,4.52
SKU-0062,Lenovo_i5_16GB_2TB_14-16in,Lenovo,RAM Module,52.38,6.4,0.93
SKU-0062,Lenovo_i5_16GB_2TB_14-16in,Lenovo,Storage (SSD/HDD),82.22,10.0,2.25
SKU-0062,Lenovo_i5_16GB_2TB_14-16in,Lenovo,Keyboard/Chassis,116.27,14.2,2.9
SKU-0062,Lenovo_i5_16GB_2TB_14-16in,Lenovo,Power Adapter,45.4,5.5,2.74
SKU-0062,Lenovo_i5_16GB_2TB_14-16in,Lenovo,TOTAL / MSRP,819.6,100.0,
SKU-0063,HP_i7_8GB_512GB_14-16in,HP,Motherboard,287.45,31.6,8.0
SKU-0063,HP_i7_8GB_512GB_14-16in,HP,Display Panel,196.49,21.6,2.26
SKU-0063,HP_i7_8GB_512GB_14-16in,HP,Battery,79.53,8.7,4.09
SKU-0063,HP_i7_8GB_512GB_14-16in,HP,RAM Module,50.63,5.6,1.11
SKU-0063,HP_i7_8GB_512GB_14-16in,HP,Storage (SSD/HDD),84.51,9.3,2.24
SKU-0063,HP_i7_8GB_512GB_14-16in,HP,Keyboard/Chassis,127.58,14.0,2.91
SKU-0063,HP_i7_8GB_512GB_14-16in,HP,Power Adapter,50.51,5.5,2.48
SKU-0063,HP_i7_8GB_512GB_14-16in,HP,TOTAL / MSRP,910.8,100.0,
SKU-0064,Dell_i5_Unk_512GB_12-14in,Dell,Motherboard,262.4,37.2,11.96
SKU-0064,Dell_i5_Unk_512GB_12-14in,Dell,Display Panel,167.0,23.7,2.33
SKU-0064,Dell_i5_Unk_512GB_12-14in,Dell,Battery,53.27,7.5,4.14
SKU-0064,Dell_i5_Unk_512GB_12-14in,Dell,RAM Module,41.4,5.9,1.02
SKU-0064,Dell_i5_Unk_512GB_12-14in,Dell,Storage (SSD/HDD),64.36,9.1,2.3
SKU-0064,Dell_i5_Unk_512GB_12-14in,Dell,Keyboard/Chassis,94.83,13.4,2.94
SKU-0064,Dell_i5_Unk_512GB_12-14in,Dell,Power Adapter,39.15,5.5,2.35
SKU-0064,Dell_i5_Unk_512GB_12-14in,Dell,TOTAL / MSRP,706.0,100.0,
SKU-0065,Dell_i5_8GB_Unk_14-16in,Dell,Motherboard,234.71,34.9,9.22
SKU-0065,Dell_i5_8GB_Unk_14-16in,Dell,Display Panel,138.28,20.6,2.62
SKU-0065,Dell_i5_8GB_Unk_14-16in,Dell,Battery,49.82,7.4,4.46
SKU-0065,Dell_i5_8GB_Unk_14-16in,Dell,RAM Module,39.28,5.8,0.97
SKU-0065,Dell_i5_8GB_Unk_14-16in,Dell,Storage (SSD/HDD),65.72,9.8,2.28
SKU-0065,Dell_i5_8GB_Unk_14-16in,Dell,Keyboard/Chassis,92.6,13.8,3.26
SKU-0065,Dell_i5_8GB_Unk_14-16in,Dell,Power Adapter,37.42,5.6,2.53
SKU-0065,Dell_i5_8GB_Unk_14-16in,Dell,TOTAL / MSRP,672.4,100.0,
SKU-0066,HP_i5_Unk_Unk_14-16in,HP,Motherboard,214.85,32.0,9.71
SKU-0066,HP_i5_Unk_Unk_14-16in,HP,Display Panel,136.38,20.3,2.54
SKU-0066,HP_i5_Unk_Unk_14-16in,HP,Battery,51.27,7.6,3.58
SKU-0066,HP_i5_Unk_Unk_14-16in,HP,RAM Module,38.93,5.8,1.07
SKU-0066,HP_i5_Unk_Unk_14-16in,HP,Storage (SSD/HDD),68.77,10.2,2.22
