sku_id,product_family_key,brand_x,component,bom_cost_usd,cost_share_pct,warranty_claim_rate_pct,weighted_fail,component_resale_value_usd,resale_pct_of_bom_cost,brand_y,circularity_tier
SKU-0027,Lenovo_i5_8GB_256GB_14-16in,Lenovo,Battery,54.63,8.2,3.97,0.32554,10.65,19.5,Lenovo,Low
SKU-0027,Lenovo_i5_8GB_256GB_14-16in,Lenovo,RAM Module,37.04,5.5,1.11,0.06105000000000001,17.89,48.3,Lenovo,Low
SKU-0027,Lenovo_i5_8GB_256GB_14-16in,Lenovo,Storage (SSD/HDD),61.97,9.2,2.14,0.19688,28.07,45.3,Lenovo,Low
SKU-0027,Lenovo_i5_8GB_256GB_14-16in,Lenovo,Keyboard/Chassis,91.53,13.7,3.38,0.4630599999999999,14.64,16.0,Lenovo,Low
SKU-0027,Lenovo_i5_8GB_256GB_14-16in,Lenovo,Power Adapter,37.3,5.6,2.72,0.15231999999999998,8.5,22.8,Lenovo,Low
SKU-0028,Microsoft_i5_8GB_256GB_12-14in,Microsoft,Motherboard,216.53,32.2,11.55,3.7191000000000005,43.74,20.2,Microsoft,Medium
SKU-0028,Microsoft_i5_8GB_256GB_12-14in,Microsoft,Display Panel,159.09,23.7,2.42,0.5735399999999999,88.14,55.4,Microsoft,Medium
SKU-0028,Microsoft_i5_8GB_256GB_12-14in,Microsoft,Battery,56.09,8.3,4.48,0.37184000000000006,11.61,20.7,Microsoft,Medium
SKU-0028,Microsoft_i5_8GB_256GB_12-14in,Microsoft,RAM Module,42.34,6.3,1.0,0.063,17.53,41.4,Microsoft,Medium
SKU-0028,Microsoft_i5_8GB_256GB_12-14in,Microsoft,Storage (SSD/HDD),65.78,9.8,2.02,0.19796,22.89,34.8,Microsoft,Medium
SKU-0028,Microsoft_i5_8GB_256GB_12-14in,Microsoft,Keyboard/Chassis,96.48,14.3,2.66,0.38038000000000005,16.4,17.0,Microsoft,Medium
SKU-0028,Microsoft_i5_8GB_256GB_12-14in,Microsoft,Power Adapter,42.2,6.3,2.65,0.16695,9.5,22.5,Microsoft,Medium
SKU-0029,Lenovo_i7_16GB_512GB_14-16in,Lenovo,Motherboard,357.54,36.7,10.28,3.7727600000000003,57.56,16.1,Lenovo,Medium
SKU-0029,Lenovo_i7_16GB_512GB_14-16in,Lenovo,Display Panel,223.33,22.9,2.71,0.62059,121.71,54.5,Lenovo,Medium
SKU-0029,Lenovo_i7_16GB_512GB_14-16in,Lenovo,Battery,79.07,8.1,4.31,0.34911,17.63,22.3,Lenovo,Medium
SKU-0029,Lenovo_i7_16GB_512GB_14-16in,Lenovo,RAM Module,53.84,5.5,1.01,0.05555,23.37,43.4,Lenovo,Medium
SKU-0029,Lenovo_i7_16GB_512GB_14-16in,Lenovo,Storage (SSD/HDD),90.22,9.3,1.94,0.18042000000000002,39.34,43.6,Lenovo,Medium
SKU-0029,Lenovo_i7_16GB_512GB_14-16in,Lenovo,Keyboard/Chassis,136.1,14.0,2.92,0.40880000000000005,22.05,16.2,Lenovo,Medium
SKU-0029,Lenovo_i7_16GB_512GB_14-16in,Lenovo,Power Adapter,60.14,6.2,2.65,0.1643,15.22,25.3,Lenovo,Medium
SKU-0030,Asus_Unknown_Unk_Unk_Unk,Asus,Motherboard,197.64,37.1,8.85,3.28335,32.61,16.5,Asus,Low
SKU-0030,Asus_Unknown_Unk_Unk_Unk,Asus,Display Panel,116.24,21.8,2.84,0.61912,72.65,62.5,Asus,Low
SKU-0030,Asus_Unknown_Unk_Unk_Unk,Asus,Battery,39.52,7.4,3.52,0.26048000000000004,7.31,18.5,Asus,Low
SKU-0030,Asus_Unknown_Unk_Unk_Unk,Asus,RAM Module,34.32,6.4,1.13,0.07232,15.75,45.9,Asus,Low
SKU-0030,Asus_Unknown_Unk_Unk_Unk,Asus,Storage (SSD/HDD),56.33,10.6,1.71,0.18126,23.55,41.8,Asus,Low
SKU-0030,Asus_Unknown_Unk_Unk_Unk,Asus,Keyboard/Chassis,75.67,14.2,3.1,0.4402,11.12,14.7,Asus,Low
SKU-0030,Asus_Unknown_Unk_Unk_Unk,Asus,Power Adapter,29.42,5.5,2.76,0.1518,8.27,28.1,Asus,Low
SKU-0031,HP_i5_16GB_512GB_14-16in,HP,Motherboard,281.29,36.3,4.8,1.7424,57.1,20.3,HP,Medium
SKU-0031,HP_i5_16GB_512GB_14-16in,HP,Display Panel,171.1,22.1,2.57,0.56797,123.71,72.3,HP,Medium
SKU-0031,HP_i5_16GB_512GB_14-16in,HP,Battery,65.01,8.4,3.65,0.30660000000000004,14.11,21.7,HP,Medium
SKU-0031,HP_i5_16GB_512GB_14-16in,HP,RAM Module,44.94,5.8,0.97,0.05626,20.45,45.5,HP,Medium
SKU-0031,HP_i5_16GB_512GB_14-16in,HP,Storage (SSD/HDD),84.03,10.8,1.98,0.21384000000000003,33.44,39.8,HP,Medium
SKU-0031,HP_i5_16GB_512GB_14-16in,HP,Keyboard/Chassis,107.44,13.9,2.75,0.38225000000000003,15.9,14.8,HP,Medium
SKU-0031,HP_i5_16GB_512GB_14-16in,HP,Power Adapter,44.15,5.7,2.56,0.14592000000000002,9.93,22.5,HP,Medium
SKU-0032,HP_i5_8GB_512GB_14-16in,HP,Motherboard,245.57,34.5,12.29,4.240049999999999,37.82,15.4,HP,Medium
SKU-0032,HP_i5_8GB_512GB_14-16in,HP,Display Panel,156.85,22.1,2.86,0.63206,86.58,55.2,HP,Medium
SKU-0032,HP_i5_8GB_512GB_14-16in,HP,Battery,55.89,7.9,3.5,0.2765,12.85,23.0,HP,Medium
SKU-0032,HP_i5_8GB_512GB_14-16in,HP,RAM Module,40.94,5.8,0.94,0.05451999999999999,17.85,43.6,HP,Medium
SKU-0032,HP_i5_8GB_512GB_14-16in,HP,Storage (SSD/HDD),66.96,9.4,2.24,0.21056000000000002,24.44,36.5,HP,Medium
SKU-0032,HP_i5_8GB_512GB_14-16in,HP,Keyboard/Chassis,102.0,14.3,2.89,0.4132700000000001,16.83,16.5,HP,Medium
SKU-0032,HP_i5_8GB_512GB_14-16in,HP,Power Adapter,38.94,5.5,2.71,0.14905,9.58,24.6,HP,Medium
SKU-0033,Other/Unbranded_pentium_Unk_Unk_14-16in,Other/Unbranded,Motherboard,150.33,34.0,9.47,3.2198000000000007,23.9,15.9,Other/Unbranded,Low
SKU-0033,Other/Unbranded_pentium_Unk_Unk_14-16in,Other/Unbranded,Display Panel,104.37,23.6,2.83,0.66788,59.7,57.2,Other/Unbranded,Low
SKU-0033,Other/Unbranded_pentium_Unk_Unk_14-16in,Other/Unbranded,Battery,38.21,8.6,4.03,0.34658,8.33,21.8,Other/Unbranded,Low
SKU-0033,Other/Unbranded_pentium_Unk_Unk_14-16in,Other/Unbranded,RAM Module,24.72,5.6,1.06,0.059359999999999996,11.64,47.1,Other/Unbranded,Low
SKU-0033,Other/Unbranded_pentium_Unk_Unk_14-16in,Other/Unbranded,Storage (SSD/HDD),44.7,10.1,1.85,0.18685,16.27,36.4,Other/Unbranded,Low
SKU-0033,Other/Unbranded_pentium_Unk_Unk_14-16in,Other/Unbranded,Keyboard/Chassis,57.03,12.9,3.27,0.42183000000000004,7.76,13.6,Other/Unbranded,Low
SKU-0033,Other/Unbranded_pentium_Unk_Unk_14-16in,Other/Unbranded,Power Adapter,26.85,6.1,2.67,0.16287,7.33,27.3,Other/Unbranded,Low
SKU-0034,Lenovo_i5_16GB_512GB_14-16in,Lenovo,Motherboard,280.83,36.2,9.96,3.6055200000000007,53.08,18.9,Lenovo,Low
SKU-0034,Lenovo_i5_16GB_512GB_14-16in,Lenovo,Display Panel,167.26,21.6,2.37,0.51192,103.53,61.9,Lenovo,Low
SKU-0034,Lenovo_i5_16GB_512GB_14-16in,Lenovo,Battery,56.85,7.3,3.65,0.26644999999999996,9.78,17.2,Lenovo,Low
SKU-0034,Lenovo_i5_16GB_512GB_14-16in,Lenovo,RAM Module,47.26,6.1,0.98,0.05978,23.77,50.3,Lenovo,Low
SKU-0034,Lenovo_i5_16GB_512GB_14-16in,Lenovo,Storage (SSD/HDD),79.41,10.2,1.9,0.19379999999999997,34.86,43.9,Lenovo,Low
SKU-0034,Lenovo_i5_16GB_512GB_14-16in,Lenovo,Keyboard/Chassis,110.43,14.3,2.79,0.39897000000000005,17.23,15.6,Lenovo,Low
SKU-0034,Lenovo_i5_16GB_512GB_14-16in,Lenovo,Power Adapter,49.03,6.3,2.4,0.1512,13.58,27.7,Lenovo,Low
SKU-0035,Dell_celeron_4GB_32GB_Sub-12in,Dell,Motherboard,112.58,31.6,13.42,4.24072,20.15,17.9,Dell,Low
SKU-0035,Dell_celeron_4GB_32GB_Sub-12in,Dell,Display Panel,78.04,21.9,2.26,0.4949399999999999,52.76,67.6,Dell,Low
SKU-0035,Dell_celeron_4GB_32GB_Sub-12in,Dell,Battery,27.22,7.6,4.05,0.30779999999999996,5.66,20.8,Dell,Low
SKU-0035,Dell_celeron_4GB_32GB_Sub-12in,Dell,RAM Module,20.2,5.7,1.04,0.059280000000000006,8.87,43.9,Dell,Low
SKU-0035,Dell_celeron_4GB_32GB_Sub-12in,Dell,Storage (SSD/HDD),35.86,10.1,1.8,0.1818,13.38,37.3,Dell,Low
SKU-0035,Dell_celeron_4GB_32GB_Sub-12in,Dell,Keyboard/Chassis,53.17,14.9,3.03,0.4514699999999999,8.72,16.4,Dell,Low
SKU-0035,Dell_celeron_4GB_32GB_Sub-12in,Dell,Power Adapter,20.44,5.7,2.54,0.14478000000000002,5.33,26.1,Dell,Low
SKU-0036,Lenovo_i5_Unk_1TB_14-16in,Lenovo,Motherboard,229.23,31.5,6.89,2.17035,45.85,20.0,Lenovo,Medium
SKU-0036,Lenovo_i5_Unk_1TB_14-16in,Lenovo,Display Panel,151.97,20.9,2.6,0.5434,68.84,45.3,Lenovo,Medium
SKU-0036,Lenovo_i5_Unk_1TB_14-16in,Lenovo,Battery,62.98,8.7,3.9,0.3393,12.16,19.3,Lenovo,Medium
SKU-0036,Lenovo_i5_Unk_1TB_14-16in,Lenovo,RAM Module,39.67,5.5,0.9,0.0495,19.12,48.2,Lenovo,Medium
SKU-0036,Lenovo_i5_Unk_1TB_14-16in,Lenovo,Storage (SSD/HDD),66.74,9.2,2.16,0.19872,23.23,34.8,Lenovo,Medium
SKU-0036,Lenovo_i5_Unk_1TB_14-16in,Lenovo,Keyboard/Chassis,97.48,13.4,2.87,0.38458000000000003,15.6,16.0,Lenovo,Medium
SKU-0036,Lenovo_i5_Unk_1TB_14-16in,Lenovo,Power Adapter,44.58,6.1,2.84,0.17323999999999998,10.79,24.2,Lenovo,Medium
SKU-0037,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,Motherboard,176.34,32.1,10.31,3.3095100000000004,29.45,16.7,Other/Unbranded,Medium
SKU-0037,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,Display Panel,129.27,23.5,2.76,0.6486,98.37,76.1,Other/Unbranded,Medium
SKU-0037,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,Battery,42.54,7.7,4.33,0.33341,7.49,17.6,Other/Unbranded,Medium
SKU-0037,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,RAM Module,32.02,5.8,0.97,0.05626,15.31,47.8,Other/Unbranded,Medium
SKU-0037,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,Storage (SSD/HDD),54.28,9.9,1.85,0.18315,23.77,43.8,Other/Unbranded,Medium
SKU-0037,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,Keyboard/Chassis,69.34,12.6,3.42,0.43091999999999997,8.88,12.8,Other/Unbranded,Medium
SKU-0037,Other/Unbranded_i3_Unk_256GB_12-14in,Other/Unbranded,Power Adapter,32.08,5.8,2.19,0.12702,9.01,28.1,Other/Unbranded,Medium
SKU-0038,Dell_i7_32GB_2TB_14-16in,Dell,Motherboard,422.45,31.9,12.25,3.90775,84.49,20.0,Dell,Medium
SKU-0038,Dell_i7_32GB_2TB_14-16in,Dell,Display Panel,299.83,22.6,2.69,0.60794,186.79,62.3,Dell,Medium
SKU-0038,Dell_i7_32GB_2TB_14-16in,Dell,Battery,113.49,8.6,3.7,0.3182,22.58,19.9,Dell,Medium
SKU-0038,Dell_i7_32GB_2TB_14-16in,Dell,RAM Module,82.63,6.2,0.87,0.05394,39.08,47.3,Dell,Medium
SKU-0038,Dell_i7_32GB_2TB_14-16in,Dell,Storage (SSD/HDD),138.05,10.4,2.26,0.23504,49.97,36.2,Dell,Medium
SKU-0038,Dell_i7_32GB_2TB_14-16in,Dell,Keyboard/Chassis,184.65,13.9,2.83,0.39337000000000005,24.56,13.3,Dell,Medium
SKU-0038,Dell_i7_32GB_2TB_14-16in,Dell,Power Adapter,76.34,5.8,2.82,0.16355999999999998,21.76,28.5,Dell,Medium
SKU-0039,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,Motherboard,208.64,31.0,10.72,3.3232000000000004,37.76,18.1,Other/Unbranded,Medium
SKU-0039,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,Display Panel,134.47,20.0,2.57,0.514,83.24,61.9,Other/Unbranded,Medium
SKU-0039,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,Battery,49.33,7.3,4.24,0.30952,9.37,19.0,Other/Unbranded,Medium
SKU-0039,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,RAM Module,39.64,5.9,1.02,0.060180000000000004,19.46,49.1,Other/Unbranded,Medium
SKU-0039,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,Storage (SSD/HDD),71.28,10.6,1.89,0.20034,29.58,41.5,Other/Unbranded,Medium
SKU-0039,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,Keyboard/Chassis,92.92,13.8,3.34,0.46092,13.57,14.6,Other/Unbranded,Medium
SKU-0039,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,Power Adapter,43.41,6.4,2.14,0.13696,12.07,27.8,Other/Unbranded,Medium
SKU-0040,Lenovo_i7_16GB_2TB_14-16in,Lenovo,Motherboard,326.8,31.1,6.46,2.00906,50.98,15.6,Lenovo,Medium
SKU-0040,Lenovo_i7_16GB_2TB_14-16in,Lenovo,Display Panel,226.81,21.6,2.48,0.53568,171.92,75.8,Lenovo,Medium
SKU-0040,Lenovo_i7_16GB_2TB_14-16in,Lenovo,Battery,80.29,7.6,3.88,0.29488,14.13,17.6,Lenovo,Medium
SKU-0040,Lenovo_i7_16GB_2TB_14-16in,Lenovo,RAM Module,63.38,6.0,1.07,0.06420000000000001,24.27,38.3,Lenovo,Medium
SKU-0040,Lenovo_i7_16GB_2TB_14-16in,Lenovo,Storage (SSD/HDD),102.1,9.7,1.87,0.18139,38.39,37.6,Lenovo,Medium
SKU-0040,Lenovo_i7_16GB_2TB_14-16in,Lenovo,Keyboard/Chassis,133.74,12.7,2.57,0.32638999999999996,23.0,17.2,Lenovo,Medium
SKU-0040,Lenovo_i7_16GB_2TB_14-16in,Lenovo,Power Adapter,58.17,5.5,2.42,0.1331,12.91,22.2,Lenovo,Medium
SKU-0041,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Motherboard,224.04,33.4,12.02,4.014679999999999,45.7,20.4,Other/Unbranded,Medium
SKU-0041,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Display Panel,159.3,23.8,2.87,0.6830600000000001,81.56,51.2,Other/Unbranded,Medium
SKU-0041,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Battery,50.72,7.6,4.53,0.34428000000000003,10.6,20.9,Other/Unbranded,Medium
SKU-0041,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,RAM Module,42.86,6.4,0.89,0.056960000000000004,16.67,38.9,Other/Unbranded,Medium
SKU-0041,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Storage (SSD/HDD),63.25,9.4,1.81,0.17014,27.45,43.4,Other/Unbranded,Medium
SKU-0041,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Keyboard/Chassis,99.44,14.8,3.12,0.46176000000000006,13.62,13.7,Other/Unbranded,Medium
SKU-0041,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Power Adapter,43.64,6.5,2.87,0.18655000000000002,9.86,22.6,Other/Unbranded,Medium
SKU-0042,Lenovo_i3_Unk_128GB_12-14in,Lenovo,Motherboard,198.84,37.4,9.65,3.6091,35.39,17.8,Lenovo,Medium
SKU-0042,Lenovo_i3_Unk_128GB_12-14in,Lenovo,Display Panel,110.58,20.8,2.53,0.52624,67.9,61.4,Lenovo,Medium
SKU-0042,Lenovo_i3_Unk_128GB_12-14in,Lenovo,Battery,45.63,8.6,3.95,0.3397,8.81,19.3,Lenovo,Medium
SKU-0042,Lenovo_i3_Unk_128GB_12-14in,Lenovo,RAM Module,31.77,6.0,0.86,0.0516,15.82,49.8,Lenovo,Medium
SKU-0042,Lenovo_i3_Unk_128GB_12-14in,Lenovo,Storage (SSD/HDD),56.49,10.6,2.09,0.22154,22.93,40.6,Lenovo,Medium
SKU-0042,Lenovo_i3_Unk_128GB_12-14in,Lenovo,Keyboard/Chassis,73.12,13.7,2.89,0.39592999999999995,10.16,13.9,Lenovo,Medium
SKU-0042,Lenovo_i3_Unk_128GB_12-14in,Lenovo,Power Adapter,29.04,5.5,2.52,0.1386,8.28,28.5,Lenovo,Medium
SKU-0043,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Motherboard,258.65,36.4,9.95,3.6217999999999995,46.3,17.9,Microsoft,Low
SKU-0043,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Display Panel,169.09,23.8,2.55,0.6069,83.87,49.6,Microsoft,Low
SKU-0043,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Battery,57.61,8.1,3.72,0.30132000000000003,12.85,22.3,Microsoft,Low
SKU-0043,Microsoft_i5_8GB_512GB_12-14in,Microsoft,RAM Module,45.79,6.4,0.92,0.05888,18.5,40.4,Microsoft,Low
SKU-0043,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Storage (SSD/HDD),74.04,10.4,2.2,0.22880000000000003,31.39,42.4,Microsoft,Low
SKU-0043,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Keyboard/Chassis,91.67,12.9,3.18,0.41022000000000003,12.47,13.6,Microsoft,Low
SKU-0043,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Power Adapter,45.9,6.5,2.78,0.1807,9.87,21.5,Microsoft,Low
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Other/Unbranded,Motherboard,215.44,32.2,5.1,1.6421999999999999,32.96,15.3,Other/Unbranded,Medium
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Other/Unbranded,Display Panel,157.19,23.5,2.51,0.5898499999999999,93.21,59.3,Other/Unbranded,Medium
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Other/Unbranded,Battery,49.14,7.3,3.79,0.27666999999999997,10.02,20.4,Other/Unbranded,Medium
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Other/Unbranded,RAM Module,38.27,5.7,1.04,0.059280000000000006,17.41,45.5,Other/Unbranded,Medium
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Other/Unbranded,Storage (SSD/HDD),62.02,9.3,1.87,0.17391000000000004,21.21,34.2,Other/Unbranded,Medium
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Other/Unbranded,Keyboard/Chassis,102.49,15.3,2.86,0.43757999999999997,15.99,15.6,Other/Unbranded,Medium
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Other/Unbranded,Power Adapter,42.24,6.3,2.72,0.17136,9.55,22.6,Other/Unbranded,Medium
SKU-0045,HP_i7_16GB_512GB_14-16in,HP,Motherboard,344.59,35.4,4.39,1.5540599999999998,63.4,18.4,HP,Medium
SKU-0045,HP_i7_16GB_512GB_14-16in,HP,Display Panel,195.13,20.1,2.18,0.43818000000000007,116.49,59.7,HP,Medium
SKU-0045,HP_i7_16GB_512GB_14-16in,HP,Battery,85.21,8.8,4.56,0.40128,18.32,21.5,HP,Medium
SKU-0045,HP_i7_16GB_512GB_14-16in,HP,RAM Module,59.48,6.1,0.97,0.05917,23.26,39.1,HP,Medium
SKU-0045,HP_i7_16GB_512GB_14-16in,HP,Storage (SSD/HDD),93.87,9.6,1.99,0.19104000000000002,40.55,43.2,HP,Medium
SKU-0045,HP_i7_16GB_512GB_14-16in,HP,Keyboard/Chassis,134.75,13.8,2.8,0.3864,23.18,17.2,HP,Medium
SKU-0045,HP_i7_16GB_512GB_14-16in,HP,Power Adapter,53.74,5.5,2.77,0.15235,13.54,25.2,HP,Medium
SKU-0046,HP_i5_8GB_256GB_14-16in,HP,Motherboard,209.52,31.2,10.59,3.30408,39.39,18.8,HP,Medium
SKU-0046,HP_i5_8GB_256GB_14-16in,HP,Display Panel,158.82,23.6,2.85,0.6726000000000001,70.52,44.4,HP,Medium
SKU-0046,HP_i5_8GB_256GB_14-16in,HP,Battery,58.56,8.7,3.9,0.3393,12.18,20.8,HP,Medium
SKU-0046,HP_i5_8GB_256GB_14-16in,HP,RAM Module,42.44,6.3,0.98,0.061739999999999996,18.04,42.5,HP,Medium
SKU-0046,HP_i5_8GB_256GB_14-16in,HP,Storage (SSD/HDD),63.61,9.5,1.83,0.17385,21.88,34.4,HP,Medium
SKU-0046,HP_i5_8GB_256GB_14-16in,HP,Keyboard/Chassis,98.18,14.6,3.06,0.44676,14.63,14.9,HP,Medium
SKU-0046,HP_i5_8GB_256GB_14-16in,HP,Power Adapter,44.12,6.6,2.26,0.14916,12.27,27.8,HP,Medium
SKU-0047,Dell_i5_Unk_Unk_14-16in,Dell,Motherboard,230.0,34.2,4.9,1.6758000000000002,45.08,19.6,Dell,Low
SKU-0047,Dell_i5_Unk_Unk_14-16in,Dell,Display Panel,134.1,19.9,2.82,0.5611799999999999,81.4,60.7,Dell,Low
SKU-0047,Dell_i5_Unk_Unk_14-16in,Dell,Battery,53.38,7.9,3.4,0.2686,11.0,20.6,Dell,Low
SKU-0047,Dell_i5_Unk_Unk_14-16in,Dell,RAM Module,38.31,5.7,1.02,0.058140000000000004,15.82,41.3,Dell,Low
SKU-0047,Dell_i5_Unk_Unk_14-16in,Dell,Storage (SSD/HDD),68.34,10.2,1.86,0.18972,29.8,43.6,Dell,Low
SKU-0047,Dell_i5_Unk_Unk_14-16in,Dell,Keyboard/Chassis,103.25,15.4,2.68,0.41272000000000003,15.28,14.8,Dell,Low
SKU-0047,Dell_i5_Unk_Unk_14-16in,Dell,Power Adapter,39.48,5.9,2.48,0.14632,10.19,25.8,Dell,Low
SKU-0048,Dell_i5_16GB_256GB_14-16in,Dell,Motherboard,261.18,37.1,10.95,4.06245,50.15,19.2,Dell,Low
SKU-0048,Dell_i5_16GB_256GB_14-16in,Dell,Display Panel,142.72,20.3,2.31,0.46893000000000007,110.75,77.6,Dell,Low
SKU-0048,Dell_i5_16GB_256GB_14-16in,Dell,Battery,50.92,7.2,3.98,0.28656000000000004,9.32,18.3,Dell,Low
SKU-0048,Dell_i5_16GB_256GB_14-16in,Dell,RAM Module,42.77,6.1,0.85,0.05185,18.26,42.7,Dell,Low
SKU-0048,Dell_i5_16GB_256GB_14-16in,Dell,Storage (SSD/HDD),70.92,10.1,2.23,0.22522999999999999,24.82,35.0,Dell,Low
SKU-0048,Dell_i5_16GB_256GB_14-16in,Dell,Keyboard/Chassis,90.3,12.8,2.91,0.37248000000000003,12.01,13.3,Dell,Low
SKU-0048,Dell_i5_16GB_256GB_14-16in,Dell,Power Adapter,39.74,5.6,2.64,0.14784,10.89,27.4,Dell,Low
SKU-0049,Dell_i7_16GB_1TB_14-16in,Dell,Motherboard,366.04,34.9,6.2,2.1637999999999997,56.74,15.5,Dell,Medium
SKU-0049,Dell_i7_16GB_1TB_14-16in,Dell,Display Panel,235.94,22.5,2.58,0.5805,106.64,45.2,Dell,Medium
SKU-0049,Dell_i7_16GB_1TB_14-16in,Dell,Battery,90.06,8.6,4.26,0.36635999999999996,19.63,21.8,Dell,Medium
SKU-0049,Dell_i7_16GB_1TB_14-16in,Dell,RAM Module,66.84,6.4,0.87,0.05568,33.62,50.3,Dell,Medium
SKU-0049,Dell_i7_16GB_1TB_14-16in,Dell,Storage (SSD/HDD),106.84,10.2,2.17,0.22133999999999998,42.52,39.8,Dell,Medium
SKU-0049,Dell_i7_16GB_1TB_14-16in,Dell,Keyboard/Chassis,136.86,13.1,2.94,0.38514,21.9,16.0,Dell,Medium
SKU-0049,Dell_i7_16GB_1TB_14-16in,Dell,Power Adapter,59.7,5.7,2.24,0.12768000000000002,16.6,27.8,Dell,Medium
SKU-0050,Dell_i5_8GB_256GB_12-14in,Dell,Motherboard,214.08,31.8,13.38,4.254840000000001,40.46,18.9,Dell,Low
SKU-0050,Dell_i5_8GB_256GB_12-14in,Dell,Display Panel,137.92,20.5,2.14,0.4387,79.44,57.6,Dell,Low
SKU-0050,Dell_i5_8GB_256GB_12-14in,Dell,Battery,59.13,8.8,4.57,0.4021600000000001,12.36,20.9,Dell,Low
SKU-0050,Dell_i5_8GB_256GB_12-14in,Dell,RAM Module,39.56,5.9,0.92,0.05428000000000001,17.37,43.9,Dell,Low
SKU-0050,Dell_i5_8GB_256GB_12-14in,Dell,Storage (SSD/HDD),63.98,9.5,1.98,0.1881,28.41,44.4,Dell,Low
SKU-0050,Dell_i5_8GB_256GB_12-14in,Dell,Keyboard/Chassis,92.55,13.8,3.31,0.45678,14.44,15.6,Dell,Low
SKU-0050,Dell_i5_8GB_256GB_12-14in,Dell,Power Adapter,39.3,5.8,2.87,0.16646,8.49,21.6,Dell,Low
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Lenovo,Motherboard,202.66,30.8,8.34,2.56872,37.69,18.6,Lenovo,Medium
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Lenovo,Display Panel,156.36,23.8,2.44,0.58072,91.31,58.4,Lenovo,Medium
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Lenovo,Battery,50.36,7.7,3.83,0.29491,9.72,19.3,Lenovo,Medium
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Lenovo,RAM Module,40.52,6.2,1.07,0.06634000000000001,16.21,40.0,Lenovo,Medium
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Lenovo,Storage (SSD/HDD),64.55,9.8,2.06,0.20188,26.85,41.6,Lenovo,Medium
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Lenovo,Keyboard/Chassis,100.8,15.3,2.71,0.41463,16.73,16.6,Lenovo,Medium
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Lenovo,Power Adapter,38.98,5.9,2.2,0.12980000000000003,9.47,24.3,Lenovo,Medium
SKU-0052,Dell_i7_Unk_Unk_14-16in,Dell,Motherboard,302.13,34.6,7.75,2.6815,52.57,17.4,Dell,Low
SKU-0052,Dell_i7_Unk_Unk_14-16in,Dell,Display Panel,188.05,21.6,2.77,0.5983200000000001,89.51,47.6,Dell,Low
SKU-0052,Dell_i7_Unk_Unk_14-16in,Dell,Battery,73.61,8.4,3.56,0.29904000000000003,16.78,22.8,Dell,Low
SKU-0052,Dell_i7_Unk_Unk_14-16in,Dell,RAM Module,49.57,5.7,1.12,0.06384000000000001,21.91,44.2,Dell,Low
SKU-0052,Dell_i7_Unk_Unk_14-16in,Dell,Storage (SSD/HDD),87.59,10.0,1.9,0.19,38.45,43.9,Dell,Low
SKU-0052,Dell_i7_Unk_Unk_14-16in,Dell,Keyboard/Chassis,120.9,13.9,3.08,0.42812000000000006,20.55,17.0,Dell,Low
