sku_id,product_family_key,component,component_resale_value_usd,resale_pct_of_bom_cost,avg_parts_listing_count
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Display Panel,93.21,59.3,34
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Battery,10.02,20.4,42
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,RAM Module,17.41,45.5,37
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Storage (SSD/HDD),21.21,34.2,43
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Keyboard/Chassis,15.99,15.6,32
SKU-0044,Other/Unbranded_i5_Unk_256GB_14-16in,Power Adapter,9.55,22.6,38
SKU-0045,HP_i7_16GB_512GB_14-16in,Motherboard,63.4,18.4,3
SKU-0045,HP_i7_16GB_512GB_14-16in,Display Panel,116.49,59.7,16
SKU-0045,HP_i7_16GB_512GB_14-16in,Battery,18.32,21.5,37
SKU-0045,HP_i7_16GB_512GB_14-16in,RAM Module,23.26,39.1,35
SKU-0045,HP_i7_16GB_512GB_14-16in,Storage (SSD/HDD),40.55,43.2,25
SKU-0045,HP_i7_16GB_512GB_14-16in,Keyboard/Chassis,23.18,17.2,19
SKU-0045,HP_i7_16GB_512GB_14-16in,Power Adapter,13.54,25.2,31
SKU-0046,HP_i5_8GB_256GB_14-16in,Motherboard,39.39,18.8,29
SKU-0046,HP_i5_8GB_256GB_14-16in,Display Panel,70.52,44.4,31
SKU-0046,HP_i5_8GB_256GB_14-16in,Battery,12.18,20.8,8
SKU-0046,HP_i5_8GB_256GB_14-16in,RAM Module,18.04,42.5,40
SKU-0046,HP_i5_8GB_256GB_14-16in,Storage (SSD/HDD),21.88,34.4,27
SKU-0046,HP_i5_8GB_256GB_14-16in,Keyboard/Chassis,14.63,14.9,29
SKU-0046,HP_i5_8GB_256GB_14-16in,Power Adapter,12.27,27.8,55
SKU-0047,Dell_i5_Unk_Unk_14-16in,Motherboard,45.08,19.6,46
SKU-0047,Dell_i5_Unk_Unk_14-16in,Display Panel,81.4,60.7,48
SKU-0047,Dell_i5_Unk_Unk_14-16in,Battery,11.0,20.6,46
SKU-0047,Dell_i5_Unk_Unk_14-16in,RAM Module,15.82,41.3,24
SKU-0047,Dell_i5_Unk_Unk_14-16in,Storage (SSD/HDD),29.8,43.6,13
SKU-0047,Dell_i5_Unk_Unk_14-16in,Keyboard/Chassis,15.28,14.8,32
SKU-0047,Dell_i5_Unk_Unk_14-16in,Power Adapter,10.19,25.8,34
SKU-0048,Dell_i5_16GB_256GB_14-16in,Motherboard,50.15,19.2,53
SKU-0048,Dell_i5_16GB_256GB_14-16in,Display Panel,110.75,77.6,34
SKU-0048,Dell_i5_16GB_256GB_14-16in,Battery,9.32,18.3,35
SKU-0048,Dell_i5_16GB_256GB_14-16in,RAM Module,18.26,42.7,4
SKU-0048,Dell_i5_16GB_256GB_14-16in,Storage (SSD/HDD),24.82,35.0,15
SKU-0048,Dell_i5_16GB_256GB_14-16in,Keyboard/Chassis,12.01,13.3,41
SKU-0048,Dell_i5_16GB_256GB_14-16in,Power Adapter,10.89,27.4,44
SKU-0049,Dell_i7_16GB_1TB_14-16in,Motherboard,56.74,15.5,8
SKU-0049,Dell_i7_16GB_1TB_14-16in,Display Panel,106.64,45.2,14
SKU-0049,Dell_i7_16GB_1TB_14-16in,Battery,19.63,21.8,49
SKU-0049,Dell_i7_16GB_1TB_14-16in,RAM Module,33.62,50.3,6
SKU-0049,Dell_i7_16GB_1TB_14-16in,Storage (SSD/HDD),42.52,39.8,43
SKU-0049,Dell_i7_16GB_1TB_14-16in,Keyboard/Chassis,21.9,16.0,14
SKU-0049,Dell_i7_16GB_1TB_14-16in,Power Adapter,16.6,27.8,21
SKU-0050,Dell_i5_8GB_256GB_12-14in,Motherboard,40.46,18.9,53
SKU-0050,Dell_i5_8GB_256GB_12-14in,Display Panel,79.44,57.6,39
SKU-0050,Dell_i5_8GB_256GB_12-14in,Battery,12.36,20.9,12
SKU-0050,Dell_i5_8GB_256GB_12-14in,RAM Module,17.37,43.9,17
SKU-0050,Dell_i5_8GB_256GB_12-14in,Storage (SSD/HDD),28.41,44.4,33
SKU-0050,Dell_i5_8GB_256GB_12-14in,Keyboard/Chassis,14.44,15.6,30
SKU-0050,Dell_i5_8GB_256GB_12-14in,Power Adapter,8.49,21.6,51
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Motherboard,37.69,18.6,17
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Display Panel,91.31,58.4,53
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Battery,9.72,19.3,20
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,RAM Module,16.21,40.0,10
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Storage (SSD/HDD),26.85,41.6,16
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Keyboard/Chassis,16.73,16.6,47
SKU-0051,Lenovo_i3_Unk_1TB_14-16in,Power Adapter,9.47,24.3,16
SKU-0052,Dell_i7_Unk_Unk_14-16in,Motherboard,52.57,17.4,59
SKU-0052,Dell_i7_Unk_Unk_14-16in,Display Panel,89.51,47.6,3
SKU-0052,Dell_i7_Unk_Unk_14-16in,Battery,16.78,22.8,49
SKU-0052,Dell_i7_Unk_Unk_14-16in,RAM Module,21.91,44.2,18
SKU-0052,Dell_i7_Unk_Unk_14-16in,Storage (SSD/HDD),38.45,43.9,3
SKU-0052,Dell_i7_Unk_Unk_14-16in,Keyboard/Chassis,20.55,17.0,59
SKU-0052,Dell_i7_Unk_Unk_14-16in,Power Adapter,10.5,21.5,39
SKU-0053,Lenovo_i5_Unk_256GB_12-14in,Motherboard,42.59,17.7,49
SKU-0053,Lenovo_i5_Unk_256GB_12-14in,Display Panel,85.3,53.9,52
SKU-0053,Lenovo_i5_Unk_256GB_12-14in,Battery,10.82,18.4,28
SKU-0053,Lenovo_i5_Unk_256GB_12-14in,RAM Module,16.21,44.4,55
SKU-0053,Lenovo_i5_Unk_256GB_12-14in,Storage (SSD/HDD),25.21,41.0,14
SKU-0053,Lenovo_i5_Unk_256GB_12-14in,Keyboard/Chassis,14.91,17.1,45
SKU-0053,Lenovo_i5_Unk_256GB_12-14in,Power Adapter,10.35,28.5,41
SKU-0054,Dell_i7_16GB_512GB_12-14in,Motherboard,53.24,16.1,47
SKU-0054,Dell_i7_16GB_512GB_12-14in,Display Panel,128.86,64.7,10
SKU-0054,Dell_i7_16GB_512GB_12-14in,Battery,17.92,21.0,34
SKU-0054,Dell_i7_16GB_512GB_12-14in,RAM Module,23.09,41.7,3
SKU-0054,Dell_i7_16GB_512GB_12-14in,Storage (SSD/HDD),43.92,42.2,52
SKU-0054,Dell_i7_16GB_512GB_12-14in,Keyboard/Chassis,21.5,16.6,51
SKU-0054,Dell_i7_16GB_512GB_12-14in,Power Adapter,13.99,26.4,35
SKU-0055,Lenovo_i5_16GB_256GB_14-16in,Motherboard,49.08,18.4,30
SKU-0055,Lenovo_i5_16GB_256GB_14-16in,Display Panel,104.47,69.2,35
SKU-0055,Lenovo_i5_16GB_256GB_14-16in,Battery,12.55,21.7,15
SKU-0055,Lenovo_i5_16GB_256GB_14-16in,RAM Module,19.89,47.0,40
SKU-0055,Lenovo_i5_16GB_256GB_14-16in,Storage (SSD/HDD),31.07,43.7,20
SKU-0055,Lenovo_i5_16GB_256GB_14-16in,Keyboard/Chassis,18.52,16.7,3
SKU-0055,Lenovo_i5_16GB_256GB_14-16in,Power Adapter,8.7,21.3,17
SKU-0056,HP_i3_8GB_512GB_14-16in,Motherboard,37.23,18.3,35
SKU-0056,HP_i3_8GB_512GB_14-16in,Display Panel,71.55,58.1,28
SKU-0056,HP_i3_8GB_512GB_14-16in,Battery,10.05,20.9,4
SKU-0056,HP_i3_8GB_512GB_14-16in,RAM Module,17.56,49.9,50
SKU-0056,HP_i3_8GB_512GB_14-16in,Storage (SSD/HDD),27.67,43.8,27
SKU-0056,HP_i3_8GB_512GB_14-16in,Keyboard/Chassis,12.43,15.4,46
SKU-0056,HP_i3_8GB_512GB_14-16in,Power Adapter,8.96,25.4,48
SKU-0057,Dell_i5_Unk_512GB_Sub-12in,Motherboard,33.19,15.3,49
SKU-0057,Dell_i5_Unk_512GB_Sub-12in,Display Panel,109.48,77.1,53
SKU-0057,Dell_i5_Unk_512GB_Sub-12in,Battery,9.84,19.1,36
SKU-0057,Dell_i5_Unk_512GB_Sub-12in,RAM Module,17.91,45.3,48
SKU-0057,Dell_i5_Unk_512GB_Sub-12in,Storage (SSD/HDD),27.49,40.5,18
SKU-0057,Dell_i5_Unk_512GB_Sub-12in,Keyboard/Chassis,13.16,14.5,15
SKU-0057,Dell_i5_Unk_512GB_Sub-12in,Power Adapter,9.41,22.6,33
SKU-0058,Other/Unbranded_i5_Unk_128GB_14-16in,Motherboard,40.71,19.6,44
SKU-0058,Other/Unbranded_i5_Unk_128GB_14-16in,Display Panel,93.87,60.4,56
SKU-0058,Other/Unbranded_i5_Unk_128GB_14-16in,Battery,10.96,20.8,15
SKU-0058,Other/Unbranded_i5_Unk_128GB_14-16in,RAM Module,20.04,50.2,11
SKU-0058,Other/Unbranded_i5_Unk_128GB_14-16in,Storage (SSD/HDD),24.92,36.1,59
SKU-0058,Other/Unbranded_i5_Unk_128GB_14-16in,Keyboard/Chassis,13.94,14.3,28
SKU-0058,Other/Unbranded_i5_Unk_128GB_14-16in,Power Adapter,9.94,26.7,38
SKU-0059,Acer_celeron_4GB_32GB_Sub-12in,Motherboard,19.74,17.7,52
SKU-0059,Acer_celeron_4GB_32GB_Sub-12in,Display Panel,52.74,72.2,35
SKU-0059,Acer_celeron_4GB_32GB_Sub-12in,Battery,4.61,17.1,17
SKU-0059,Acer_celeron_4GB_32GB_Sub-12in,RAM Module,9.5,46.9,11
SKU-0059,Acer_celeron_4GB_32GB_Sub-12in,Storage (SSD/HDD),13.96,40.0,4
SKU-0059,Acer_celeron_4GB_32GB_Sub-12in,Keyboard/Chassis,7.54,15.8,44
SKU-0059,Acer_celeron_4GB_32GB_Sub-12in,Power Adapter,5.57,26.4,41
SKU-0060,Acer_celeron_4GB_64GB_Sub-12in,Motherboard,25.35,20.2,47
SKU-0060,Acer_celeron_4GB_64GB_Sub-12in,Display Panel,56.69,77.8,5
SKU-0060,Acer_celeron_4GB_64GB_Sub-12in,Battery,5.42,19.1,41
SKU-0060,Acer_celeron_4GB_64GB_Sub-12in,RAM Module,7.77,39.2,7
SKU-0060,Acer_celeron_4GB_64GB_Sub-12in,Storage (SSD/HDD),12.33,37.3,10
SKU-0060,Acer_celeron_4GB_64GB_Sub-12in,Keyboard/Chassis,7.41,14.2,5
SKU-0060,Acer_celeron_4GB_64GB_Sub-12in,Power Adapter,4.9,24.1,40
SKU-0061,Other/Unbranded_i3_Unk_128GB_12-14in,Motherboard,32.87,18.3,38
SKU-0061,Other/Unbranded_i3_Unk_128GB_12-14in,Display Panel,92.05,72.0,57
SKU-0061,Other/Unbranded_i3_Unk_128GB_12-14in,Battery,8.44,19.7,18
SKU-0061,Other/Unbranded_i3_Unk_128GB_12-14in,RAM Module,14.8,51.5,5
SKU-0061,Other/Unbranded_i3_Unk_128GB_12-14in,Storage (SSD/HDD),22.41,38.8,42
SKU-0061,Other/Unbranded_i3_Unk_128GB_12-14in,Keyboard/Chassis,10.91,16.2,3
SKU-0061,Other/Unbranded_i3_Unk_128GB_12-14in,Power Adapter,8.83,25.9,20
SKU-0062,Lenovo_i5_16GB_2TB_14-16in,Motherboard,46.12,16.2,16
SKU-0062,Lenovo_i5_16GB_2TB_14-16in,Display Panel,112.57,67.6,43
SKU-0062,Lenovo_i5_16GB_2TB_14-16in,Battery,12.21,20.3,13
SKU-0062,Lenovo_i5_16GB_2TB_14-16in,RAM Module,26.71,51.0,20
SKU-0062,Lenovo_i5_16GB_2TB_14-16in,Storage (SSD/HDD),32.89,40.0,24
SKU-0062,Lenovo_i5_16GB_2TB_14-16in,Keyboard/Chassis,17.44,15.0,51
SKU-0062,Lenovo_i5_16GB_2TB_14-16in,Power Adapter,10.94,24.1,26
SKU-0063,HP_i7_8GB_512GB_14-16in,Motherboard,56.63,19.7,17
SKU-0063,HP_i7_8GB_512GB_14-16in,Display Panel,138.53,70.5,20
SKU-0063,HP_i7_8GB_512GB_14-16in,Battery,17.97,22.6,4
SKU-0063,HP_i7_8GB_512GB_14-16in,RAM Module,25.67,50.7,16
SKU-0063,HP_i7_8GB_512GB_14-16in,Storage (SSD/HDD),37.18,44.0,54
SKU-0063,HP_i7_8GB_512GB_14-16in,Keyboard/Chassis,17.1,13.4,55
SKU-0063,HP_i7_8GB_512GB_14-16in,Power Adapter,12.63,25.0,17
SKU-0064,Dell_i5_Unk_512GB_12-14in,Motherboard,44.61,17.0,16
SKU-0064,Dell_i5_Unk_512GB_12-14in,Display Panel,113.56,68.0,34
SKU-0064,Dell_i5_Unk_512GB_12-14in,Battery,11.13,20.9,21
SKU-0064,Dell_i5_Unk_512GB_12-14in,RAM Module,16.89,40.8,27
SKU-0064,Dell_i5_Unk_512GB_12-14in,Storage (SSD/HDD),22.33,34.7,58
SKU-0064,Dell_i5_Unk_512GB_12-14in,Keyboard/Chassis,12.8,13.5,23
SKU-0064,Dell_i5_Unk_512GB_12-14in,Power Adapter,8.61,22.0,18
SKU-0065,Dell_i5_8GB_Unk_14-16in,Motherboard,38.96,16.6,54
SKU-0065,Dell_i5_8GB_Unk_14-16in,Display Panel,97.07,70.2,52
SKU-0065,Dell_i5_8GB_Unk_14-16in,Battery,9.81,19.7,37
SKU-0065,Dell_i5_8GB_Unk_14-16in,RAM Module,19.4,49.4,39
SKU-0065,Dell_i5_8GB_Unk_14-16in,Storage (SSD/HDD),24.32,37.0,29
SKU-0065,Dell_i5_8GB_Unk_14-16in,Keyboard/Chassis,14.26,15.4,25
SKU-0065,Dell_i5_8GB_Unk_14-16in,Power Adapter,8.57,22.9,23
SKU-0066,HP_i5_Unk_Unk_14-16in,Motherboard,33.3,15.5,19
SKU-0066,HP_i5_Unk_Unk_14-16in,Display Panel,85.92,63.0,54
SKU-0066,HP_i5_Unk_Unk_14-16in,Battery,9.13,17.8,36
SKU-0066,HP_i5_Unk_Unk_14-16in,RAM Module,17.4,44.7,43
SKU-0066,HP_i5_Unk_Unk_14-16in,Storage (SSD/HDD),26.61,38.7,44
SKU-0066,HP_i5_Unk_Unk_14-16in,Keyboard/Chassis,16.55,16.3,11
SKU-0066,HP_i5_Unk_Unk_14-16in,Power Adapter,9.57,21.8,35
SKU-0067,Dell_i5_16GB_1TB_14-16in,Motherboard,58.25,18.7,36
SKU-0067,Dell_i5_16GB_1TB_14-16in,Display Panel,77.3,42.4,19
SKU-0067,Dell_i5_16GB_1TB_14-16in,Battery,11.09,17.9,34
SKU-0067,Dell_i5_16GB_1TB_14-16in,RAM Module,21.73,38.9,10
SKU-0067,Dell_i5_16GB_1TB_14-16in,Storage (SSD/HDD),27.14,34.9,26
SKU-0067,Dell_i5_16GB_1TB_14-16in,Keyboard/Chassis,16.4,15.0,42
SKU-0067,Dell_i5_16GB_1TB_14-16in,Power Adapter,11.8,23.9,17
SKU-0068,Other/Unbranded_celeron_8GB_512GB_14-16in,Motherboard,27.84,18.3,56
SKU-0068,Other/Unbranded_celeron_8GB_512GB_14-16in,Display Panel,62.66,58.7,34
SKU-0068,Other/Unbranded_celeron_8GB_512GB_14-16in,Battery,8.02,21.7,42
SKU-0068,Other/Unbranded_celeron_8GB_512GB_14-16in,RAM Module,11.62,41.0,51
SKU-0068,Other/Unbranded_celeron_8GB_512GB_14-16in,Storage (SSD/HDD),15.25,34.8,27
SKU-0068,Other/Unbranded_celeron_8GB_512GB_14-16in,Keyboard/Chassis,11.1,17.1,23
SKU-0068,Other/Unbranded_celeron_8GB_512GB_14-16in,Power Adapter,5.65,22.1,15
SKU-0069,Dell_celeron_4GB_256GB_Sub-12in,Motherboard,22.56,16.0,17
SKU-0069,Dell_celeron_4GB_256GB_Sub-12in,Display Panel,46.89,59.2,42
SKU-0069,Dell_celeron_4GB_256GB_Sub-12in,Battery,6.38,20.7,24
SKU-0069,Dell_celeron_4GB_256GB_Sub-12in,RAM Module,10.6,47.4,53
SKU-0069,Dell_celeron_4GB_256GB_Sub-12in,Storage (SSD/HDD),15.73,37.4,34
SKU-0069,Dell_celeron_4GB_256GB_Sub-12in,Keyboard/Chassis,7.32,13.9,49
SKU-0069,Dell_celeron_4GB_256GB_Sub-12in,Power Adapter,5.5,24.7,10
SKU-0070,Dell_i5_8GB_512GB_12-14in,Motherboard,38.46,17.0,24
SKU-0070,Dell_i5_8GB_512GB_12-14in,Display Panel,91.43,53.3,20
SKU-0070,Dell_i5_8GB_512GB_12-14in,Battery,9.22,17.6,52
SKU-0070,Dell_i5_8GB_512GB_12-14in,RAM Module,19.94,49.6,15
SKU-0070,Dell_i5_8GB_512GB_12-14in,Storage (SSD/HDD),29.97,42.9,5
SKU-0070,Dell_i5_8GB_512GB_12-14in,Keyboard/Chassis,15.09,15.8,41
SKU-0070,Dell_i5_8GB_512GB_12-14in,Power Adapter,10.61,24.5,10
SKU-0071,Lenovo_i5_32GB_2TB_14-16in,Motherboard,68.82,20.7,42
SKU-0071,Lenovo_i5_32GB_2TB_14-16in,Display Panel,100.83,47.4,27
SKU-0071,Lenovo_i5_32GB_2TB_14-16in,Battery,17.25,20.7,29
SKU-0071,Lenovo_i5_32GB_2TB_14-16in,RAM Module,29.17,45.5,38
SKU-0071,Lenovo_i5_32GB_2TB_14-16in,Storage (SSD/HDD),31.93,34.4,19
SKU-0071,Lenovo_i5_32GB_2TB_14-16in,Keyboard/Chassis,21.08,16.2,22
SKU-0071,Lenovo_i5_32GB_2TB_14-16in,Power Adapter,14.02,23.5,58
SKU-0072,HP_i7_16GB_2TB_14-16in,Motherboard,68.12,19.5,56
SKU-0072,HP_i7_16GB_2TB_14-16in,Display Panel,111.94,47.5,42
SKU-0072,HP_i7_16GB_2TB_14-16in,Battery,14.17,18.0,59
SKU-0072,HP_i7_16GB_2TB_14-16in,RAM Module,30.9,50.1,31
SKU-0072,HP_i7_16GB_2TB_14-16in,Storage (SSD/HDD),44.34,41.0,57
SKU-0072,HP_i7_16GB_2TB_14-16in,Keyboard/Chassis,22.83,14.9,32
SKU-0072,HP_i7_16GB_2TB_14-16in,Power Adapter,18.34,27.4,51
SKU-0073,Dell_i7_16GB_2TB_12-14in,Motherboard,76.53,20.6,55
SKU-0073,Dell_i7_16GB_2TB_12-14in,Display Panel,118.93,48.6,38
SKU-0073,Dell_i7_16GB_2TB_12-14in,Battery,14.31,18.4,54
SKU-0073,Dell_i7_16GB_2TB_12-14in,RAM Module,27.98,48.6,59
SKU-0073,Dell_i7_16GB_2TB_12-14in,Storage (SSD/HDD),44.68,39.1,6
SKU-0073,Dell_i7_16GB_2TB_12-14in,Keyboard/Chassis,23.24,15.8,49
SKU-0073,Dell_i7_16GB_2TB_12-14in,Power Adapter,17.18,25.5,18
SKU-0074,Lenovo_i3_8GB_256GB_14-16in,Motherboard,39.31,19.1,32
SKU-0074,Lenovo_i3_8GB_256GB_14-16in,Display Panel,80.73,62.3,47
SKU-0074,Lenovo_i3_8GB_256GB_14-16in,Battery,10.32,22.1,28
SKU-0074,Lenovo_i3_8GB_256GB_14-16in,RAM Module,14.53,40.8,51
SKU-0074,Lenovo_i3_8GB_256GB_14-16in,Storage (SSD/HDD),23.17,42.5,28
SKU-0074,Lenovo_i3_8GB_256GB_14-16in,Keyboard/Chassis,10.63,15.0,3
SKU-0074,Lenovo_i3_8GB_256GB_14-16in,Power Adapter,7.6,21.7,48
SKU-0075,Dell_i5_4GB_256GB_14-16in,Motherboard,46.71,20.5,32
SKU-0075,Dell_i5_4GB_256GB_14-16in,Display Panel,56.66,42.2,9
SKU-0075,Dell_i5_4GB_256GB_14-16in,Battery,8.97,18.5,18
SKU-0075,Dell_i5_4GB_256GB_14-16in,RAM Module,18.53,49.7,8
SKU-0075,Dell_i5_4GB_256GB_14-16in,Storage (SSD/HDD),20.04,34.4,22
SKU-0075,Dell_i5_4GB_256GB_14-16in,Keyboard/Chassis,13.08,14.3,52
SKU-0075,Dell_i5_4GB_256GB_14-16in,Power Adapter,10.53,28.0,20
SKU-0076,Lenovo_i3_Unk_256GB_14-16in,Motherboard,30.25,17.4,28
SKU-0076,Lenovo_i3_Unk_256GB_14-16in,Display Panel,78.54,65.7,23
SKU-0076,Lenovo_i3_Unk_256GB_14-16in,Battery,7.65,18.2,26
SKU-0076,Lenovo_i3_Unk_256GB_14-16in,RAM Module,16.36,51.0,14
SKU-0076,Lenovo_i3_Unk_256GB_14-16in,Storage (SSD/HDD),19.18,35.8,6
SKU-0076,Lenovo_i3_Unk_256GB_14-16in,Keyboard/Chassis,12.02,15.8,35
SKU-0076,Lenovo_i3_Unk_256GB_14-16in,Power Adapter,9.22,27.7,45
SKU-0077,Other/Unbranded_i5_Unk_512GB_14-16in,Motherboard,43.1,17.8,3
SKU-0077,Other/Unbranded_i5_Unk_512GB_14-16in,Display Panel,106.4,69.5,59
SKU-0077,Other/Unbranded_i5_Unk_512GB_14-16in,Battery,11.39,19.5,41
SKU-0077,Other/Unbranded_i5_Unk_512GB_14-16in,RAM Module,19.32,45.2,12
SKU-0077,Other/Unbranded_i5_Unk_512GB_14-16in,Storage (SSD/HDD),30.94,40.0,34
SKU-0077,Other/Unbranded_i5_Unk_512GB_14-16in,Keyboard/Chassis,13.36,14.2,48
SKU-0077,Other/Unbranded_i5_Unk_512GB_14-16in,Power Adapter,9.88,22.2,17
SKU-0078,Other/Unbranded_i7_Unk_256GB_14-16in,Motherboard,57.75,20.6,28
SKU-0078,Other/Unbranded_i7_Unk_256GB_14-16in,Display Panel,121.01,62.5,5
SKU-0078,Other/Unbranded_i7_Unk_256GB_14-16in,Battery,15.06,20.0,8
SKU-0078,Other/Unbranded_i7_Unk_256GB_14-16in,RAM Module,22.17,43.6,45
SKU-0078,Other/Unbranded_i7_Unk_256GB_14-16in,Storage (SSD/HDD),33.42,36.4,12
SKU-0078,Other/Unbranded_i7_Unk_256GB_14-16in,Keyboard/Chassis,18.13,16.2,39
SKU-0078,Other/Unbranded_i7_Unk_256GB_14-16in,Power Adapter,12.97,24.2,50
SKU-0079,Dell_i5_8GB_2TB_14-16in,Motherboard,42.93,16.2,18
SKU-0079,Dell_i5_8GB_2TB_14-16in,Display Panel,104.89,56.5,42
SKU-0079,Dell_i5_8GB_2TB_14-16in,Battery,10.85,17.2,10
SKU-0079,Dell_i5_8GB_2TB_14-16in,RAM Module,20.54,40.3,6
SKU-0079,Dell_i5_8GB_2TB_14-16in,Storage (SSD/HDD),36.97,44.3,11
SKU-0079,Dell_i5_8GB_2TB_14-16in,Keyboard/Chassis,20.0,17.1,47
SKU-0079,Dell_i5_8GB_2TB_14-16in,Power Adapter,13.48,26.0,6
SKU-0080,Lenovo_celeron_4GB_64GB_Sub-12in,Motherboard,24.09,19.0,5
SKU-0080,Lenovo_celeron_4GB_64GB_Sub-12in,Display Panel,66.47,83.1,7
SKU-0080,Lenovo_celeron_4GB_64GB_Sub-12in,Battery,5.95,18.8,40
SKU-0080,Lenovo_celeron_4GB_64GB_Sub-12in,RAM Module,9.29,42.5,13
SKU-0080,Lenovo_celeron_4GB_64GB_Sub-12in,Storage (SSD/HDD),14.76,37.8,26
SKU-0080,Lenovo_celeron_4GB_64GB_Sub-12in,Keyboard/Chassis,7.23,14.3,28
SKU-0080,Lenovo_celeron_4GB_64GB_Sub-12in,Power Adapter,4.51,21.9,35
SKU-0081,Dell_i5_16GB_512GB_12-14in,Motherboard,49.3,19.3,59
SKU-0081,Dell_i5_16GB_512GB_12-14in,Display Panel,88.84,52.8,46
SKU-0081,Dell_i5_16GB_512GB_12-14in,Battery,12.82,20.8,22
SKU-0081,Dell_i5_16GB_512GB_12-14in,RAM Module,20.7,42.5,58
SKU-0081,Dell_i5_16GB_512GB_12-14in,Storage (SSD/HDD),31.37,44.3,3
SKU-0081,Dell_i5_16GB_512GB_12-14in,Keyboard/Chassis,18.06,15.6,6
SKU-0081,Dell_i5_16GB_512GB_12-14in,Power Adapter,11.97,24.0,23
SKU-0082,Dell_i7_8GB_512GB_14-16in,Motherboard,61.81,20.0,41
SKU-0082,Dell_i7_8GB_512GB_14-16in,Display Panel,124.82,60.6,53
SKU-0082,Dell_i7_8GB_512GB_14-16in,Battery,15.57,20.4,29
SKU-0082,Dell_i7_8GB_512GB_14-16in,RAM Module,21.37,41.3,55
SKU-0082,Dell_i7_8GB_512GB_14-16in,Storage (SSD/HDD),40.68,45.7,16
SKU-0082,Dell_i7_8GB_512GB_14-16in,Keyboard/Chassis,17.95,14.6,16
SKU-0082,Dell_i7_8GB_512GB_14-16in,Power Adapter,15.88,27.7,21
SKU-0083,HP_Unknown_Unk_Unk_14-16in,Motherboard,38.78,20.6,16
SKU-0083,HP_Unknown_Unk_Unk_14-16in,Display Panel,93.91,76.7,21
SKU-0083,HP_Unknown_Unk_Unk_14-16in,Battery,9.7,21.2,38
SKU-0083,HP_Unknown_Unk_Unk_14-16in,RAM Module,11.28,38.4,58
SKU-0083,HP_Unknown_Unk_Unk_14-16in,Storage (SSD/HDD),17.78,34.9,43
SKU-0083,HP_Unknown_Unk_Unk_14-16in,Keyboard/Chassis,9.3,13.0,6
SKU-0083,HP_Unknown_Unk_Unk_14-16in,Power Adapter,8.14,23.7,24
SKU-0084,Acer_celeron_4GB_16GB_Sub-12in,Motherboard,21.63,19.6,32
SKU-0084,Acer_celeron_4GB_16GB_Sub-12in,Display Panel,42.2,54.9,23
SKU-0084,Acer_celeron_4GB_16GB_Sub-12in,Battery,6.26,22.0,5
SKU-0084,Acer_celeron_4GB_16GB_Sub-12in,RAM Module,9.61,45.3,11
SKU-0084,Acer_celeron_4GB_16GB_Sub-12in,Storage (SSD/HDD),16.3,44.5,3
SKU-0084,Acer_celeron_4GB_16GB_Sub-12in,Keyboard/Chassis,5.88,13.1,56
SKU-0084,Acer_celeron_4GB_16GB_Sub-12in,Power Adapter,5.42,25.8,28
SKU-0085,Dell_i7_8GB_512GB_12-14in,Motherboard,66.14,19.6,53
SKU-0085,Dell_i7_8GB_512GB_12-14in,Display Panel,83.91,44.2,24
SKU-0085,Dell_i7_8GB_512GB_12-14in,Battery,14.33,18.6,26
SKU-0085,Dell_i7_8GB_512GB_12-14in,RAM Module,25.14,45.1,25
SKU-0085,Dell_i7_8GB_512GB_12-14in,Storage (SSD/HDD),30.39,34.0,14
SKU-0085,Dell_i7_8GB_512GB_12-14in,Keyboard/Chassis,17.96,13.8,44
SKU-0085,Dell_i7_8GB_512GB_12-14in,Power Adapter,14.89,24.9,42
SKU-0086,Lenovo_i5_8GB_256GB_12-14in,Motherboard,40.69,18.2,51
SKU-0086,Lenovo_i5_8GB_256GB_12-14in,Display Panel,65.94,50.3,35
SKU-0086,Lenovo_i5_8GB_256GB_12-14in,Battery,10.44,20.4,44
SKU-0086,Lenovo_i5_8GB_256GB_12-14in,RAM Module,16.58,43.6,39
SKU-0086,Lenovo_i5_8GB_256GB_12-14in,Storage (SSD/HDD),25.55,40.4,41
SKU-0086,Lenovo_i5_8GB_256GB_12-14in,Keyboard/Chassis,14.84,15.8,48
SKU-0086,Lenovo_i5_8GB_256GB_12-14in,Power Adapter,10.15,23.3,3
SKU-0087,Other/Unbranded_Unknown_Unk_Unk_Sub-12in,Motherboard,32.54,16.7,50
SKU-0087,Other/Unbranded_Unknown_Unk_Unk_Sub-12in,Display Panel,85.4,76.0,7
SKU-0087,Other/Unbranded_Unknown_Unk_Unk_Sub-12in,Battery,6.63,17.3,47
